timestamp,customer,location
2019-09-02 07:07:00,Tammy Hunt,dairy
2019-09-02 07:07:00,Wesley Carlson,drinks
2019-09-02 07:07:00,Donald Weber,dairy
2019-09-02 07:07:00,Jennifer Ramirez,drinks
2019-09-02 07:07:00,Matthew Zhang,dairy
2019-09-02 07:07:00,Michelle Dunn,dairy
2019-09-02 07:07:00,Emily Ballard,fruit
2019-09-02 07:07:00,Donna Bowman,fruit
2019-09-02 07:08:00,Christina Boyer,dairy
2019-09-02 07:08:00,Michele Thomas,fruit
2019-09-02 07:08:00,Stephanie Rodriguez,dairy
2019-09-02 07:08:00,Tracy Moore,fruit
2019-09-02 07:08:00,Gregory Wiggins,drinks
2019-09-02 07:08:00,Stephanie Moore,fruit
2019-09-02 07:08:00,Sandy Butler,dairy
2019-09-02 07:08:00,Tammy Hunt,dairy
2019-09-02 07:08:00,Wesley Carlson,drinks
2019-09-02 07:08:00,Donald Weber,dairy
2019-09-02 07:08:00,Jennifer Ramirez,drinks
2019-09-02 07:08:00,Matthew Zhang,dairy
2019-09-02 07:08:00,Michelle Dunn,dairy
2019-09-02 07:08:00,Emily Ballard,fruit
2019-09-02 07:09:00,Christina Boyer,dairy
2019-09-02 07:09:00,Michele Thomas,dairy
2019-09-02 07:09:00,Stephanie Rodriguez,dairy
2019-09-02 07:09:00,Tracy Moore,fruit
2019-09-02 07:09:00,Gregory Wiggins,dairy
2019-09-02 07:09:00,Stephanie Moore,fruit
2019-09-02 07:09:00,Sandy Butler,dairy
2019-09-02 07:09:00,Tammy Hunt,dairy
2019-09-02 07:09:00,Donald Weber,dairy
2019-09-02 07:09:00,Jennifer Ramirez,fruit
2019-09-02 07:09:00,Matthew Zhang,dairy
2019-09-02 07:09:00,Michelle Dunn,dairy
2019-09-02 07:10:00,Christina Boyer,dairy
2019-09-02 07:10:00,Michele Thomas,dairy
2019-09-02 07:10:00,Stephanie Rodriguez,dairy
2019-09-02 07:10:00,Tracy Moore,fruit
2019-09-02 07:10:00,Stephanie Moore,fruit
2019-09-02 07:10:00,Sandy Butler,dairy
2019-09-02 07:10:00,Tammy Hunt,dairy
2019-09-02 07:10:00,Donald Weber,drinks
2019-09-02 07:10:00,Matthew Zhang,dairy
2019-09-02 07:10:00,Michelle Dunn,dairy
2019-09-02 07:11:00,Christina Boyer,dairy
2019-09-02 07:11:00,Michele Thomas,drinks
2019-09-02 07:11:00,Stephanie Rodriguez,dairy
2019-09-02 07:11:00,Tracy Moore,fruit
2019-09-02 07:11:00,Sandy Butler,dairy
2019-09-02 07:11:00,Tammy Hunt,dairy
2019-09-02 07:11:00,Donald Weber,drinks
2019-09-02 07:11:00,Matthew Zhang,dairy
2019-09-02 07:11:00,Michelle Dunn,dairy
2019-09-02 07:11:00,Maria Harris,fruit
2019-09-02 07:12:00,Christina Boyer,dairy
2019-09-02 07:12:00,Michele Thomas,spices
2019-09-02 07:12:00,Stephanie Rodriguez,dairy
2019-09-02 07:12:00,Tracy Moore,fruit
2019-09-02 07:12:00,Sandy Butler,spices
2019-09-02 07:12:00,Tammy Hunt,dairy
2019-09-02 07:12:00,Matthew Zhang,dairy
2019-09-02 07:12:00,Michelle Dunn,fruit
2019-09-02 07:12:00,Maria Harris,fruit
2019-09-02 07:12:00,Jimmy Marsh,dairy
2019-09-02 07:12:00,Nicole Martinez,fruit
2019-09-02 07:12:00,Nicole Lowe,drinks
2019-09-02 07:13:00,Christina Boyer,dairy
2019-09-02 07:13:00,Michele Thomas,dairy
2019-09-02 07:13:00,Stephanie Rodriguez,dairy
2019-09-02 07:13:00,Tracy Moore,fruit
2019-09-02 07:13:00,Sandy Butler,drinks
2019-09-02 07:13:00,Tammy Hunt,dairy
2019-09-02 07:13:00,Michelle Dunn,fruit
2019-09-02 07:13:00,Maria Harris,fruit
2019-09-02 07:13:00,Jimmy Marsh,dairy
2019-09-02 07:13:00,Nicole Martinez,fruit
2019-09-02 07:13:00,Nicole Lowe,drinks
2019-09-02 07:13:00,Joshua Patterson,dairy
2019-09-02 07:13:00,Marie Sandoval,drinks
2019-09-02 07:14:00,Christina Boyer,dairy
2019-09-02 07:14:00,Michele Thomas,dairy
2019-09-02 07:14:00,Stephanie Rodriguez,dairy
2019-09-02 07:14:00,Sandy Butler,drinks
2019-09-02 07:14:00,Tammy Hunt,fruit
2019-09-02 07:14:00,Michelle Dunn,fruit
2019-09-02 07:14:00,Maria Harris,fruit
2019-09-02 07:14:00,Jimmy Marsh,dairy
2019-09-02 07:14:00,Nicole Lowe,drinks
2019-09-02 07:14:00,Joshua Patterson,dairy
2019-09-02 07:14:00,Marie Sandoval,drinks
2019-09-02 07:14:00,Destiny Doyle,drinks
2019-09-02 07:14:00,Joan Anderson,fruit
2019-09-02 07:15:00,Christina Boyer,dairy
2019-09-02 07:15:00,Michele Thomas,dairy
2019-09-02 07:15:00,Stephanie Rodriguez,dairy
2019-09-02 07:15:00,Sandy Butler,spices
2019-09-02 07:15:00,Tammy Hunt,fruit
2019-09-02 07:15:00,Michelle Dunn,fruit
2019-09-02 07:15:00,Maria Harris,fruit
2019-09-02 07:15:00,Jimmy Marsh,drinks
2019-09-02 07:15:00,Joshua Patterson,dairy
2019-09-02 07:15:00,Destiny Doyle,fruit
2019-09-02 07:15:00,Joan Anderson,drinks
2019-09-02 07:16:00,Christina Boyer,dairy
2019-09-02 07:16:00,Stephanie Rodriguez,dairy
2019-09-02 07:16:00,Sandy Butler,spices
2019-09-02 07:16:00,Tammy Hunt,fruit
2019-09-02 07:16:00,Michelle Dunn,dairy
2019-09-02 07:16:00,Maria Harris,fruit
2019-09-02 07:16:00,Jimmy Marsh,drinks
2019-09-02 07:16:00,Joshua Patterson,dairy
2019-09-02 07:16:00,Destiny Doyle,dairy
2019-09-02 07:16:00,Joan Anderson,drinks
2019-09-02 07:16:00,Johnny Lynch,fruit
2019-09-02 07:16:00,Jason Walker,fruit
2019-09-02 07:16:00,Steven Byrd,fruit
2019-09-02 07:16:00,Todd Yates,fruit
2019-09-02 07:16:00,David Bates,spices
2019-09-02 07:17:00,Christina Boyer,dairy
2019-09-02 07:17:00,Stephanie Rodriguez,dairy
2019-09-02 07:17:00,Michelle Dunn,dairy
2019-09-02 07:17:00,Maria Harris,spices
2019-09-02 07:17:00,Jimmy Marsh,drinks
2019-09-02 07:17:00,Joshua Patterson,dairy
2019-09-02 07:17:00,Destiny Doyle,dairy
2019-09-02 07:17:00,Joan Anderson,drinks
2019-09-02 07:17:00,Johnny Lynch,dairy
2019-09-02 07:17:00,Jason Walker,fruit
2019-09-02 07:17:00,Steven Byrd,fruit
2019-09-02 07:17:00,Todd Yates,dairy
2019-09-02 07:17:00,David Bates,dairy
2019-09-02 07:17:00,Ronald Reed,spices
2019-09-02 07:17:00,Charles Leon,fruit
2019-09-02 07:17:00,Jeremy Ross,drinks
2019-09-02 07:17:00,Cassandra Green,dairy
2019-09-02 07:17:00,Rebecca Wood,spices
2019-09-02 07:18:00,Stephanie Rodriguez,dairy
2019-09-02 07:18:00,Michelle Dunn,dairy
2019-09-02 07:18:00,Maria Harris,drinks
2019-09-02 07:18:00,Jimmy Marsh,spices
2019-09-02 07:18:00,Joshua Patterson,dairy
2019-09-02 07:18:00,Destiny Doyle,dairy
2019-09-02 07:18:00,Joan Anderson,drinks
2019-09-02 07:18:00,Johnny Lynch,dairy
2019-09-02 07:18:00,Steven Byrd,fruit
2019-09-02 07:18:00,Todd Yates,dairy
2019-09-02 07:18:00,David Bates,dairy
2019-09-02 07:18:00,Ronald Reed,fruit
2019-09-02 07:18:00,Charles Leon,fruit
2019-09-02 07:18:00,Jeremy Ross,drinks
2019-09-02 07:18:00,Cassandra Green,dairy
2019-09-02 07:18:00,Rebecca Wood,spices
2019-09-02 07:18:00,Anthony Boyd,spices
2019-09-02 07:19:00,Stephanie Rodriguez,dairy
2019-09-02 07:19:00,Michelle Dunn,dairy
2019-09-02 07:19:00,Maria Harris,drinks
2019-09-02 07:19:00,Joshua Patterson,dairy
2019-09-02 07:19:00,Destiny Doyle,spices
2019-09-02 07:19:00,Joan Anderson,drinks
2019-09-02 07:19:00,Johnny Lynch,dairy
2019-09-02 07:19:00,Steven Byrd,fruit
2019-09-02 07:19:00,Todd Yates,drinks
2019-09-02 07:19:00,David Bates,dairy
2019-09-02 07:19:00,Ronald Reed,fruit
2019-09-02 07:19:00,Charles Leon,fruit
2019-09-02 07:19:00,Cassandra Green,dairy
2019-09-02 07:19:00,Rebecca Wood,spices
2019-09-02 07:19:00,Anthony Boyd,dairy
2019-09-02 07:20:00,Stephanie Rodriguez,drinks
2019-09-02 07:20:00,Maria Harris,dairy
2019-09-02 07:20:00,Joshua Patterson,dairy
2019-09-02 07:20:00,Destiny Doyle,drinks
2019-09-02 07:20:00,Joan Anderson,drinks
2019-09-02 07:20:00,Johnny Lynch,drinks
2019-09-02 07:20:00,Steven Byrd,dairy
2019-09-02 07:20:00,Todd Yates,spices
2019-09-02 07:20:00,David Bates,dairy
2019-09-02 07:20:00,Charles Leon,dairy
2019-09-02 07:20:00,Cassandra Green,dairy
2019-09-02 07:20:00,Rebecca Wood,drinks
2019-09-02 07:20:00,Anthony Boyd,dairy
2019-09-02 07:20:00,Kathryn Mathews,drinks
2019-09-02 07:21:00,Stephanie Rodriguez,drinks
2019-09-02 07:21:00,Maria Harris,dairy
2019-09-02 07:21:00,Joshua Patterson,dairy
2019-09-02 07:21:00,Destiny Doyle,drinks
2019-09-02 07:21:00,Todd Yates,drinks
2019-09-02 07:21:00,David Bates,dairy
2019-09-02 07:21:00,Charles Leon,dairy
2019-09-02 07:21:00,Cassandra Green,fruit
2019-09-02 07:21:00,Rebecca Wood,spices
2019-09-02 07:21:00,Anthony Boyd,dairy
2019-09-02 07:21:00,Kathryn Mathews,drinks
2019-09-02 07:22:00,Stephanie Rodriguez,drinks
2019-09-02 07:22:00,Maria Harris,dairy
2019-09-02 07:22:00,Joshua Patterson,dairy
2019-09-02 07:22:00,Destiny Doyle,drinks
2019-09-02 07:22:00,David Bates,fruit
2019-09-02 07:22:00,Charles Leon,dairy
2019-09-02 07:22:00,Rebecca Wood,drinks
2019-09-02 07:22:00,Anthony Boyd,dairy
2019-09-02 07:22:00,Kathryn Mathews,drinks
2019-09-02 07:22:00,Patrick Maldonado,dairy
2019-09-02 07:22:00,Jonathan Taylor,fruit
2019-09-02 07:23:00,Stephanie Rodriguez,drinks
2019-09-02 07:23:00,Maria Harris,dairy
2019-09-02 07:23:00,Joshua Patterson,dairy
2019-09-02 07:23:00,Destiny Doyle,drinks
2019-09-02 07:23:00,David Bates,fruit
2019-09-02 07:23:00,Charles Leon,dairy
2019-09-02 07:23:00,Anthony Boyd,dairy
2019-09-02 07:23:00,Kathryn Mathews,drinks
2019-09-02 07:23:00,Patrick Maldonado,dairy
2019-09-02 07:24:00,Stephanie Rodriguez,drinks
2019-09-02 07:24:00,Maria Harris,dairy
2019-09-02 07:24:00,Joshua Patterson,dairy
2019-09-02 07:24:00,David Bates,fruit
2019-09-02 07:24:00,Charles Leon,dairy
2019-09-02 07:24:00,Anthony Boyd,dairy
2019-09-02 07:24:00,Kathryn Mathews,drinks
2019-09-02 07:24:00,Patrick Maldonado,dairy
2019-09-02 07:25:00,Stephanie Rodriguez,spices
2019-09-02 07:25:00,Maria Harris,dairy
2019-09-02 07:25:00,Joshua Patterson,dairy
2019-09-02 07:25:00,David Bates,fruit
2019-09-02 07:25:00,Charles Leon,dairy
2019-09-02 07:25:00,Anthony Boyd,dairy
2019-09-02 07:25:00,Kathryn Mathews,drinks
2019-09-02 07:25:00,Patrick Maldonado,fruit
2019-09-02 07:26:00,Maria Harris,dairy
2019-09-02 07:26:00,Joshua Patterson,dairy
2019-09-02 07:26:00,David Bates,fruit
2019-09-02 07:26:00,Charles Leon,drinks
2019-09-02 07:26:00,Anthony Boyd,dairy
2019-09-02 07:26:00,Kathryn Mathews,drinks
2019-09-02 07:26:00,Shari Sullivan,fruit
2019-09-02 07:26:00,David Cruz,fruit
2019-09-02 07:26:00,Tyrone Patel,fruit
2019-09-02 07:26:00,David Lewis,dairy
2019-09-02 07:26:00,Michael Chavez,fruit
2019-09-02 07:26:00,Paul Patterson,dairy
2019-09-02 07:26:00,Tracey Craig,spices
2019-09-02 07:26:00,Hunter Smith,fruit
2019-09-02 07:27:00,Maria Harris,dairy
2019-09-02 07:27:00,Joshua Patterson,dairy
2019-09-02 07:27:00,David Bates,fruit
2019-09-02 07:27:00,Charles Leon,drinks
2019-09-02 07:27:00,Anthony Boyd,dairy
2019-09-02 07:27:00,Shari Sullivan,fruit
2019-09-02 07:27:00,David Cruz,fruit
2019-09-02 07:27:00,Tyrone Patel,fruit
2019-09-02 07:27:00,David Lewis,dairy
2019-09-02 07:27:00,Michael Chavez,dairy
2019-09-02 07:27:00,Paul Patterson,dairy
2019-09-02 07:27:00,Tracey Craig,spices
2019-09-02 07:27:00,Hunter Smith,fruit
2019-09-02 07:27:00,Jeremy Wilson,dairy
2019-09-02 07:27:00,Veronica Hines,dairy
2019-09-02 07:27:00,Crystal Adams,fruit
2019-09-02 07:28:00,Maria Harris,dairy
2019-09-02 07:28:00,Joshua Patterson,dairy
2019-09-02 07:28:00,David Bates,dairy
2019-09-02 07:28:00,Charles Leon,drinks
2019-09-02 07:28:00,David Cruz,fruit
2019-09-02 07:28:00,Tyrone Patel,spices
2019-09-02 07:28:00,David Lewis,dairy
2019-09-02 07:28:00,Michael Chavez,dairy
2019-09-02 07:28:00,Paul Patterson,fruit
2019-09-02 07:28:00,Tracey Craig,drinks
2019-09-02 07:28:00,Hunter Smith,fruit
2019-09-02 07:28:00,Jeremy Wilson,dairy
2019-09-02 07:28:00,Veronica Hines,dairy
2019-09-02 07:28:00,Crystal Adams,fruit
2019-09-02 07:28:00,Natalie Holland,dairy
2019-09-02 07:28:00,Amy Solis,drinks
2019-09-02 07:29:00,Maria Harris,dairy
2019-09-02 07:29:00,Joshua Patterson,dairy
2019-09-02 07:29:00,David Bates,dairy
2019-09-02 07:29:00,Tyrone Patel,fruit
2019-09-02 07:29:00,David Lewis,dairy
2019-09-02 07:29:00,Michael Chavez,dairy
2019-09-02 07:29:00,Paul Patterson,fruit
2019-09-02 07:29:00,Hunter Smith,fruit
2019-09-02 07:29:00,Jeremy Wilson,dairy
2019-09-02 07:29:00,Veronica Hines,dairy
2019-09-02 07:29:00,Crystal Adams,fruit
2019-09-02 07:29:00,Natalie Holland,dairy
2019-09-02 07:29:00,Melinda Gonzales,fruit
2019-09-02 07:29:00,Tracey Warner,spices
2019-09-02 07:30:00,Maria Harris,dairy
2019-09-02 07:30:00,Joshua Patterson,drinks
2019-09-02 07:30:00,David Bates,dairy
2019-09-02 07:30:00,Tyrone Patel,fruit
2019-09-02 07:30:00,David Lewis,dairy
2019-09-02 07:30:00,Paul Patterson,fruit
2019-09-02 07:30:00,Jeremy Wilson,dairy
2019-09-02 07:30:00,Veronica Hines,dairy
2019-09-02 07:30:00,Natalie Holland,dairy
2019-09-02 07:30:00,Melinda Gonzales,drinks
2019-09-02 07:30:00,Tracey Warner,dairy
2019-09-02 07:30:00,Steven Flores,fruit
2019-09-02 07:30:00,Nathaniel Jenkins,fruit
2019-09-02 07:30:00,Joseph Johnson,fruit
2019-09-02 07:30:00,Victor Thompson,dairy
2019-09-02 07:30:00,Michelle Thompson,dairy
2019-09-02 07:30:00,Stephen Bryant,spices
2019-09-02 07:31:00,Maria Harris,dairy
2019-09-02 07:31:00,Joshua Patterson,drinks
2019-09-02 07:31:00,David Bates,dairy
2019-09-02 07:31:00,Tyrone Patel,fruit
2019-09-02 07:31:00,David Lewis,dairy
2019-09-02 07:31:00,Jeremy Wilson,dairy
2019-09-02 07:31:00,Veronica Hines,dairy
2019-09-02 07:31:00,Natalie Holland,dairy
2019-09-02 07:31:00,Melinda Gonzales,drinks
2019-09-02 07:31:00,Tracey Warner,dairy
2019-09-02 07:31:00,Steven Flores,fruit
2019-09-02 07:31:00,Nathaniel Jenkins,fruit
2019-09-02 07:31:00,Joseph Johnson,dairy
2019-09-02 07:31:00,Victor Thompson,dairy
2019-09-02 07:31:00,Michelle Thompson,drinks
2019-09-02 07:31:00,Stephen Bryant,spices
2019-09-02 07:32:00,Maria Harris,drinks
2019-09-02 07:32:00,Joshua Patterson,drinks
2019-09-02 07:32:00,David Bates,dairy
2019-09-02 07:32:00,David Lewis,dairy
2019-09-02 07:32:00,Jeremy Wilson,dairy
2019-09-02 07:32:00,Natalie Holland,dairy
2019-09-02 07:32:00,Melinda Gonzales,fruit
2019-09-02 07:32:00,Tracey Warner,dairy
2019-09-02 07:32:00,Steven Flores,spices
2019-09-02 07:32:00,Nathaniel Jenkins,drinks
2019-09-02 07:32:00,Joseph Johnson,spices
2019-09-02 07:32:00,Victor Thompson,dairy
2019-09-02 07:32:00,Michelle Thompson,drinks
2019-09-02 07:32:00,Stephen Bryant,fruit
2019-09-02 07:33:00,Maria Harris,drinks
2019-09-02 07:33:00,Joshua Patterson,drinks
2019-09-02 07:33:00,David Bates,dairy
2019-09-02 07:33:00,David Lewis,dairy
2019-09-02 07:33:00,Jeremy Wilson,drinks
2019-09-02 07:33:00,Natalie Holland,dairy
2019-09-02 07:33:00,Melinda Gonzales,fruit
2019-09-02 07:33:00,Tracey Warner,dairy
2019-09-02 07:33:00,Joseph Johnson,drinks
2019-09-02 07:33:00,Victor Thompson,dairy
2019-09-02 07:33:00,Michelle Thompson,drinks
2019-09-02 07:33:00,Stephen Bryant,fruit
2019-09-02 07:33:00,Tracy Morris,fruit
2019-09-02 07:33:00,Jennifer Peters,drinks
2019-09-02 07:33:00,George Shaw,drinks
2019-09-02 07:34:00,Maria Harris,drinks
2019-09-02 07:34:00,Joshua Patterson,drinks
2019-09-02 07:34:00,David Bates,spices
2019-09-02 07:34:00,David Lewis,dairy
2019-09-02 07:34:00,Jeremy Wilson,drinks
2019-09-02 07:34:00,Melinda Gonzales,fruit
2019-09-02 07:34:00,Tracey Warner,dairy
2019-09-02 07:34:00,Joseph Johnson,drinks
2019-09-02 07:34:00,Victor Thompson,dairy
2019-09-02 07:34:00,Stephen Bryant,dairy
2019-09-02 07:34:00,Tracy Morris,fruit
2019-09-02 07:34:00,Jennifer Peters,fruit
2019-09-02 07:34:00,George Shaw,drinks
2019-09-02 07:35:00,Joshua Patterson,drinks
2019-09-02 07:35:00,David Bates,drinks
2019-09-02 07:35:00,David Lewis,dairy
2019-09-02 07:35:00,Jeremy Wilson,drinks
2019-09-02 07:35:00,Melinda Gonzales,spices
2019-09-02 07:35:00,Tracey Warner,dairy
2019-09-02 07:35:00,Joseph Johnson,drinks
2019-09-02 07:35:00,Victor Thompson,dairy
2019-09-02 07:35:00,Stephen Bryant,dairy
2019-09-02 07:35:00,Tracy Morris,fruit
2019-09-02 07:35:00,Jennifer Peters,drinks
2019-09-02 07:35:00,George Shaw,drinks
2019-09-02 07:36:00,David Bates,drinks
2019-09-02 07:36:00,David Lewis,dairy
2019-09-02 07:36:00,Jeremy Wilson,drinks
2019-09-02 07:36:00,Melinda Gonzales,spices
2019-09-02 07:36:00,Tracey Warner,dairy
2019-09-02 07:36:00,Victor Thompson,dairy
2019-09-02 07:36:00,Stephen Bryant,spices
2019-09-02 07:36:00,Tracy Morris,fruit
2019-09-02 07:36:00,Jennifer Peters,drinks
2019-09-02 07:36:00,George Shaw,fruit
2019-09-02 07:37:00,David Bates,drinks
2019-09-02 07:37:00,David Lewis,dairy
2019-09-02 07:37:00,Jeremy Wilson,spices
2019-09-02 07:37:00,Melinda Gonzales,spices
2019-09-02 07:37:00,Tracey Warner,dairy
2019-09-02 07:37:00,Victor Thompson,dairy
2019-09-02 07:37:00,Stephen Bryant,spices
2019-09-02 07:37:00,George Shaw,fruit
2019-09-02 07:38:00,David Bates,drinks
2019-09-02 07:38:00,David Lewis,dairy
2019-09-02 07:38:00,Jeremy Wilson,dairy
2019-09-02 07:38:00,Melinda Gonzales,spices
2019-09-02 07:38:00,Tracey Warner,dairy
2019-09-02 07:38:00,Victor Thompson,dairy
2019-09-02 07:38:00,Stephen Bryant,spices
2019-09-02 07:38:00,George Shaw,fruit
2019-09-02 07:39:00,David Bates,drinks
2019-09-02 07:39:00,David Lewis,dairy
2019-09-02 07:39:00,Jeremy Wilson,dairy
2019-09-02 07:39:00,Melinda Gonzales,dairy
2019-09-02 07:39:00,Tracey Warner,dairy
2019-09-02 07:39:00,Victor Thompson,dairy
2019-09-02 07:39:00,Stephen Bryant,spices
2019-09-02 07:39:00,George Shaw,fruit
2019-09-02 07:39:00,Jerry Myers,fruit
2019-09-02 07:40:00,David Bates,drinks
2019-09-02 07:40:00,David Lewis,dairy
2019-09-02 07:40:00,Jeremy Wilson,dairy
2019-09-02 07:40:00,Melinda Gonzales,dairy
2019-09-02 07:40:00,Tracey Warner,dairy
2019-09-02 07:40:00,Victor Thompson,dairy
2019-09-02 07:40:00,Stephen Bryant,spices
2019-09-02 07:40:00,George Shaw,dairy
2019-09-02 07:40:00,Jerry Myers,fruit
2019-09-02 07:40:00,Brandon Turner,spices
2019-09-02 07:40:00,Bradley Howard,spices
2019-09-02 07:40:00,Aaron Lindsey,dairy
2019-09-02 07:41:00,David Bates,drinks
2019-09-02 07:41:00,David Lewis,dairy
2019-09-02 07:41:00,Jeremy Wilson,dairy
2019-09-02 07:41:00,Melinda Gonzales,dairy
2019-09-02 07:41:00,Tracey Warner,drinks
2019-09-02 07:41:00,Victor Thompson,dairy
2019-09-02 07:41:00,Stephen Bryant,dairy
2019-09-02 07:41:00,George Shaw,dairy
2019-09-02 07:41:00,Jerry Myers,fruit
2019-09-02 07:41:00,Brandon Turner,spices
2019-09-02 07:41:00,Bradley Howard,spices
2019-09-02 07:41:00,Aaron Lindsey,dairy
2019-09-02 07:42:00,David Lewis,dairy
2019-09-02 07:42:00,Jeremy Wilson,dairy
2019-09-02 07:42:00,Melinda Gonzales,dairy
2019-09-02 07:42:00,Victor Thompson,dairy
2019-09-02 07:42:00,Stephen Bryant,spices
2019-09-02 07:42:00,George Shaw,dairy
2019-09-02 07:42:00,Brandon Turner,fruit
2019-09-02 07:42:00,Bradley Howard,spices
2019-09-02 07:42:00,Aaron Lindsey,dairy
2019-09-02 07:42:00,Cynthia Davis,dairy
2019-09-02 07:42:00,David Castro,dairy
2019-09-02 07:42:00,Cassandra Taylor,fruit
2019-09-02 07:42:00,Marcus Reid,dairy
2019-09-02 07:43:00,David Lewis,dairy
2019-09-02 07:43:00,Jeremy Wilson,dairy
2019-09-02 07:43:00,Stephen Bryant,drinks
2019-09-02 07:43:00,George Shaw,dairy
2019-09-02 07:43:00,Brandon Turner,fruit
2019-09-02 07:43:00,Bradley Howard,spices
2019-09-02 07:43:00,Aaron Lindsey,dairy
2019-09-02 07:43:00,David Castro,dairy
2019-09-02 07:43:00,Cassandra Taylor,dairy
2019-09-02 07:43:00,Marcus Reid,dairy
2019-09-02 07:43:00,Sherri Harrison,drinks
2019-09-02 07:43:00,Abigail Thompson MD,spices
2019-09-02 07:43:00,Helen Gibson,fruit
2019-09-02 07:43:00,Howard Wilson,fruit
2019-09-02 07:43:00,Casey Carroll,fruit
2019-09-02 07:44:00,David Lewis,dairy
2019-09-02 07:44:00,Jeremy Wilson,fruit
2019-09-02 07:44:00,Stephen Bryant,drinks
2019-09-02 07:44:00,George Shaw,dairy
2019-09-02 07:44:00,Bradley Howard,spices
2019-09-02 07:44:00,Aaron Lindsey,dairy
2019-09-02 07:44:00,David Castro,dairy
2019-09-02 07:44:00,Sherri Harrison,drinks
2019-09-02 07:44:00,Abigail Thompson MD,drinks
2019-09-02 07:44:00,Helen Gibson,fruit
2019-09-02 07:44:00,Howard Wilson,fruit
2019-09-02 07:44:00,Nicole Davis,fruit
2019-09-02 07:44:00,Sarah Smith,spices
2019-09-02 07:44:00,Sandra Harris,dairy
2019-09-02 07:44:00,Cody Farley,spices
2019-09-02 07:45:00,David Lewis,dairy
2019-09-02 07:45:00,Jeremy Wilson,fruit
2019-09-02 07:45:00,George Shaw,dairy
2019-09-02 07:45:00,Bradley Howard,spices
2019-09-02 07:45:00,David Castro,dairy
2019-09-02 07:45:00,Sherri Harrison,drinks
2019-09-02 07:45:00,Helen Gibson,fruit
2019-09-02 07:45:00,Howard Wilson,fruit
2019-09-02 07:45:00,Nicole Davis,fruit
2019-09-02 07:45:00,Sarah Smith,spices
2019-09-02 07:45:00,Sandra Harris,dairy
2019-09-02 07:46:00,Jeremy Wilson,fruit
2019-09-02 07:46:00,George Shaw,dairy
2019-09-02 07:46:00,Bradley Howard,drinks
2019-09-02 07:46:00,Sherri Harrison,drinks
2019-09-02 07:46:00,Nicole Davis,fruit
2019-09-02 07:46:00,Sarah Smith,dairy
2019-09-02 07:47:00,Jeremy Wilson,fruit
2019-09-02 07:47:00,George Shaw,dairy
2019-09-02 07:47:00,Bradley Howard,drinks
2019-09-02 07:47:00,Sherri Harrison,drinks
2019-09-02 07:47:00,Nicole Davis,fruit
2019-09-02 07:47:00,Sarah Smith,dairy
2019-09-02 07:47:00,Tamara Duke,fruit
2019-09-02 07:47:00,Jillian Stone,spices
2019-09-02 07:47:00,Mary Taylor,spices
2019-09-02 07:47:00,Joshua Peterson MD,fruit
2019-09-02 07:48:00,Jeremy Wilson,fruit
2019-09-02 07:48:00,George Shaw,dairy
2019-09-02 07:48:00,Bradley Howard,drinks
2019-09-02 07:48:00,Sherri Harrison,drinks
2019-09-02 07:48:00,Sarah Smith,drinks
2019-09-02 07:48:00,Tamara Duke,fruit
2019-09-02 07:48:00,Jillian Stone,dairy
2019-09-02 07:48:00,Mary Taylor,spices
2019-09-02 07:48:00,Joshua Peterson MD,fruit
2019-09-02 07:48:00,William Nguyen,drinks
